petName,enemyId,templateId,earth,water,fire,wind,initNum,lvupPointSource,baseVital,baseStr,baseTough,baseDex,poisonResist,paralysisResist,sleepResist,stoneResist,drunkResist,confusionResist,critical,counter,lvMin,lvMax,hpMin,hpMax,attackMin,attackMax,defenseMin,defenseMax,agilityMin,agilityMax,skill1,skill2,skill3,skill4,skill5,skill6,skill7,limitLevel,imageId
多利凯拉,261,213,70,30,0,0,18,4.5,27,18,28,10,0,0,0,0,0,0,1,0,6,8,60,100,8,16,11,20,3,10,1,2,-1,-1,-1,-1,-1,-1,100337
多利凯拉,317,213,70,30,0,0,18,4.5,27,18,28,10,0,0,0,0,0,0,1,0,1,1,28,39,3,6,5,8,1,3,1,2,-1,-1,-1,-1,-1,-1,100337
多利凯拉,1083,213,70,30,0,0,18,4.5,27,18,28,10,0,0,0,0,0,0,1,0,15,22,118,222,16,37,22,46,5,22,1,2,-1,-1,-1,-1,-1,-1,100337
多利凯拉,1125,213,70,30,0,0,18,4.5,27,18,28,10,0,0,0,0,0,0,1,0,56,57,380,527,52,88,73,110,19,53,1,2,-1,-1,-1,-1,-1,-1,100337
多利凯拉,1127,213,70,30,0,0,18,4.5,27,18,28,10,0,0,0,0,0,0,1,0,57,58,387,536,53,89,75,111,19,54,1,2,-1,-1,-1,-1,-1,-1,100337
多利凯拉,1129,213,70,30,0,0,18,4.5,27,18,28,10,0,0,0,0,0,0,1,0,58,59,393,545,54,91,76,113,19,55,1,2,-1,-1,-1,-1,-1,-1,100337
多利可斯,2132,1104,70,30,0,0,25,4.5,26,26,24,29,0,0,0,0,0,0,1,1,1,1,44,59,7,11,7,10,6,10,1,2,-1,-1,-1,-1,-1,-1,101547
多利诺布斯,315,211,0,30,70,0,12,4.5,26,21,26,12,0,0,0,0,0,0,1,0,1,1,19,26,2,4,3,5,1,2,1,2,-1,-1,-1,-1,-1,-1,100335
多利诺布斯,375,211,0,30,70,0,12,4.5,26,21,26,12,0,0,0,0,0,0,1,0,1,2,19,34,2,6,3,7,1,3,1,2,-1,-1,-1,-1,-1,-1,100335
多利诺布斯,376,211,0,30,70,0,12,4.5,26,21,26,12,0,0,0,0,0,0,1,0,3,5,31,60,4,11,5,12,2,6,1,2,-1,-1,-1,-1,-1,-1,100335
多利诺布斯,377,211,0,30,70,0,12,4.5,26,21,26,12,0,0,0,0,0,0,1,0,4,6,38,69,5,12,7,14,2,7,1,2,-1,-1,-1,-1,-1,-1,100335
多利诺布斯,431,211,0,30,70,0,12,4.5,26,21,26,12,0,0,0,0,0,0,1,0,6,9,50,95,7,17,9,19,3,10,1,2,-1,-1,-1,-1,-1,-1,100335
多利诺布斯,1078,559,0,30,70,0,12,4.5,26,21,26,12,0,0,0,0,0,0,1,0,16,18,114,173,17,31,21,35,7,19,1,2,-1,-1,-1,-1,-1,-1,100335
多鲁宝,329,244,0,50,50,0,24,4.5,33,23,24,10,0,0,0,0,0,0,0,0,1,1,44,58,6,10,6,10,1,5,1,2,-1,-1,-1,-1,-1,-1,100350
多鲁宝,1379,244,0,50,50,0,24,4.5,33,23,24,10,0,0,0,0,0,0,0,0,1,1,44,58,6,10,6,10,1,5,1,2,-1,-1,-1,-1,-1,-1,100350
多鲁多,2060,1050,20,0,0,80,24,4.5,24,34,16,47,0,0,0,0,0,0,1,1,1,1,45,59,9,12,5,8,10,14,1,2,-1,-1,-1,-1,-1,-1,101440
多洛布斯,318,214,100,0,0,0,14,4.5,26,19,29,9,0,0,0,0,0,0,1,0,1,1,21,30,3,5,4,6,0,2,1,2,-1,-1,-1,-1,-1,-1,100338
多洛加,96,174,0,30,70,0,21,4.5,25,26,25,16,0,0,0,0,0,20,0,5,1,1,34,46,6,9,6,9,2,5,1,2,90,-1,-1,-1,-1,-1,100322
多洛加,534,174,0,30,70,0,21,4.5,25,26,25,16,0,0,0,0,0,20,0,5,1,1,34,46,6,9,6,9,2,5,1,2,90,-1,-1,-1,-1,-1,100322
多洛加,535,174,0,30,70,0,21,4.5,25,26,25,16,0,0,0,0,0,20,0,5,30,31,223,311,40,62,39,61,19,39,1,2,90,-1,-1,-1,-1,-1,100322
多洛加,536,174,0,30,70,0,21,4.5,25,26,25,16,0,0,0,0,0,20,0,5,32,33,236,329,43,66,41,64,20,41,1,2,90,-1,-1,-1,-1,-1,100322
多洛加,537,174,0,30,70,0,21,4.5,25,26,25,16,0,0,0,0,0,20,0,5,34,35,249,346,45,69,44,68,21,43,1,2,90,-1,-1,-1,-1,-1,100322
多洛加,1068,174,0,30,70,0,21,4.5,25,26,25,16,0,0,0,0,0,20,0,5,46,48,327,461,59,92,58,90,28,58,1,2,90,-1,-1,-1,-1,-1,100322
多洛加,1212,174,0,30,70,0,21,4.5,25,26,25,16,0,0,0,0,0,20,0,5,62,63,431,594,78,119,76,116,37,75,1,2,90,-1,-1,-1,-1,-1,100322
多洛加,1215,174,0,30,70,0,21,4.5,25,26,25,16,0,0,0,0,0,20,0,5,63,64,438,603,80,120,77,118,37,76,1,2,90,-1,-1,-1,-1,-1,100322
多帕莱欧,2403,120,20,0,0,80,29,4.5,24,46,23,43,0,0,0,0,0,0,1,1,1,1,59,75,14,18,8,12,11,15,1,2,-1,-1,-1,-1,-1,-1,101728
多瑞里,2411,127,0,80,20,0,23,4.5,32,38,29,22,0,0,0,0,0,0,1,1,1,1,48,62,9,13,8,11,4,7,1,2,-1,-1,-1,-1,-1,-1,101707
多萨金格,48,73,60,0,0,40,19,4.5,23,24,23,25,0,0,0,0,0,0,0,3,1,1,30,41,5,8,5,7,4,7,1,2,40,-1,-1,-1,-1,-1,100281
多萨金格,999,73,60,0,0,40,19,4.5,23,24,23,25,0,0,0,0,0,0,0,3,1,1,30,41,5,8,5,7,4,7,1,2,40,-1,-1,-1,-1,-1,100281
多萨金格,1000,73,60,0,0,40,19,4.5,23,24,23,25,0,0,0,0,0,0,0,3,41,43,286,407,49,79,48,77,41,69,1,2,40,-1,-1,-1,-1,-1,100281
多萨金格,1393,73,60,0,0,40,19,4.5,23,24,23,25,0,0,0,0,0,0,0,3,91,93,606,843,105,163,102,160,87,143,1,2,40,-1,-1,-1,-1,-1,100281
多萨金格,1501,73,60,0,0,40,19,4.5,23,24,23,25,0,0,0,0,0,0,0,3,20,25,152,250,26,48,25,47,21,42,1,2,40,-1,-1,-1,-1,-1,100281
朵巴奈,21011,21011,0,0,20,80,26,4.5,33,37,30,22,0,0,0,0,0,0,5,5,1,1,56,71,11,14,9,13,5,8,1,2,40,80,-1,-1,-1,-1,120071
朵巴奈特,1644,811,0,0,40,60,27,4.5,27,40,24,27,0,0,0,0,0,0,1,1,1,1,52,68,12,15,8,12,6,10,1,2,-1,-1,-1,-1,-1,-1,100906
朵巴奈特,1940,811,0,0,40,60,27,4.5,27,40,24,27,0,0,0,0,0,0,1,1,90,95,746,1019,170,237,115,179,95,157,1,2,-1,-1,-1,-1,-1,-1,100906
朵巴奈特,1973,979,0,0,40,60,27,4.5,27,40,24,27,0,0,0,0,0,0,1,1,1,1,52,68,12,15,8,12,6,10,1,2,541,-1,-1,-1,-1,-1,100906
朵巴奈特,2659,1269,0,0,40,60,32,4.5,28,45,23,27,0,0,0,0,0,0,4,1,1,1,64,83,15,20,9,14,8,12,1,2,-1,-1,-1,-1,-1,-1,100906
朵巴奈特,2679,1289,0,0,40,60,38,4.5,30,48,28,33,0,0,0,0,0,0,2,2,1,1,85,107,20,25,13,18,11,17,1,2,655,21,-1,-1,-1,-1,100906
朵拉比斯,341,274,0,0,0,100,23,4.5,24,31,20,30,0,0,0,0,0,0,1,5,1,1,39,53,8,11,5,9,6,9,1,2,-1,-1,-1,-1,-1,-1,100362
朵拉比斯,2699,1309,0,0,0,100,27,4.5,23,36,14,41,0,0,0,0,0,0,1,5,1,1,48,63,10,14,5,9,10,14,1,2,-1,-1,-1,-1,-1,-1,100362
朵洛将恩,480,88,20,0,0,80,20,4.5,25,20,36,12,0,0,0,0,0,0,1,0,1,1,32,44,4,7,7,10,2,4,1,2,-1,-1,-1,-1,-1,-1,100392
朵洛将恩,1382,88,20,0,0,80,20,4.5,25,20,36,12,0,0,0,0,0,0,1,0,1,1,32,44,4,7,7,10,2,4,1,2,-1,-1,-1,-1,-1,-1,100392
朵洛将恩,1383,88,20,0,0,80,20,4.5,25,20,36,12,0,0,0,0,0,0,1,0,85,87,583,808,87,142,139,195,35,87,1,2,-1,-1,-1,-1,-1,-1,100392
恩摩摩,335,262,0,20,80,0,24,4.5,48,27,12,10,0,0,0,0,0,0,5,0,1,1,56,70,7,11,4,7,1,5,1,2,-1,-1,-1,-1,-1,-1,100356
恩摩摩,1056,262,0,20,80,0,24,4.5,48,27,12,10,0,0,0,0,0,0,5,0,1,1,56,70,7,11,4,7,1,5,1,2,-1,-1,-1,-1,-1,-1,100356
恩摩摩,1057,262,0,20,80,0,24,4.5,48,27,12,10,0,0,0,0,0,0,5,0,55,57,568,731,75,114,43,80,19,54,1,2,-1,-1,-1,-1,-1,-1,100356
恩摩摩,1058,262,0,20,80,0,24,4.5,48,27,12,10,0,0,0,0,0,0,5,0,57,59,587,755,78,117,44,83,19,56,1,2,-1,-1,-1,-1,-1,-1,100356
恩摩摩,1059,262,0,20,80,0,24,4.5,48,27,12,10,0,0,0,0,0,0,5,0,59,61,606,778,80,121,46,85,20,58,1,2,-1,-1,-1,-1,-1,-1,100356
恩摩摩,1370,262,0,20,80,0,24,4.5,48,27,12,10,0,0,0,0,0,0,5,0,82,84,824,1050,109,163,62,115,27,78,1,2,-1,-1,-1,-1,-1,-1,100356
尔洛普,2010,1015,0,20,80,0,25,4.5,34,32,30,14,0,0,0,0,0,0,1,1,1,1,52,66,9,12,8,12,3,6,1,2,-1,-1,-1,-1,-1,-1,101470
法亚巴肯,1977,983,0,0,90,10,42,4.5,32,45,21,32,-10,-10,-10,-10,-10,-10,1,1,1,1,93,117,20,27,11,17,12,18,1,2,600,703,-1,-1,-1,-1,101425
法兹蒙特,1996,1001,70,30,0,0,24,4.5,32,20,35,16,0,0,0,0,0,0,1,1,1,1,46,60,6,9,9,12,3,6,1,2,-1,-1,-1,-1,-1,-1,101456
菲尔特,2569,1184,0,0,80,20,23,4.5,24,48,26,24,0,0,0,0,0,0,1,1,1,1,43,57,12,15,7,10,5,8,1,2,-1,-1,-1,-1,-1,-1,101879
菲奇斯,21060,21060,0,0,100,0,38,4.5,30,49,20,37,10,10,10,10,10,10,3,3,1,1,84,106,20,25,10,16,13,18,1,2,671,1039,-1,-1,-1,-1,101413
菲奇亚,1868,933,0,0,100,0,30,4.5,32,64,13,32,1,1,1,1,1,1,1,1,1,1,69,87,20,24,6,11,9,13,1,2,624,-1,-1,-1,-1,-1,101616
菲奇亚,2258,933,0,0,100,0,30,4.5,32,64,13,32,1,1,1,1,1,1,1,1,1,1,69,87,20,24,6,11,9,13,1,2,624,-1,-1,-1,-1,-1,101616
菲奇亚,2666,1276,0,0,100,0,38,4.5,27,49,20,37,10,10,10,10,10,10,3,3,1,1,79,101,20,25,10,15,13,18,1,2,671,669,-1,-1,-1,-1,101616
菲斯玛,1986,991,0,50,50,0,26,4.5,30,39,16,23,0,0,0,0,0,0,1,1,1,1,50,65,11,14,5,9,5,9,1,2,-1,-1,-1,-1,-1,-1,101446
风的守护兽,1376,696,0,0,20,80,25,4.5,22,32,11,21,0,0,0,0,0,0,5,0,50,50,327,455,75,107,34,66,41,72,1,2,-1,-1,-1,-1,-1,-1,100394
凤姬,21057,21057,0,0,100,0,60,4.5,42,26,48,68,30,30,30,30,30,30,7,3,1,1,183,218,21,30,33,42,39,48,1,2,1035,791,-1,-1,-1,-1,103121
凤姬,21216,21215,0,0,100,0,40,4.5,42,26,48,68,30,30,30,30,30,30,7,3,1,1,122,145,14,20,22,28,26,32,1,522,1087,1034,1088,1089,1081,-1,103121
弗丽露,2463,149,0,0,90,10,27,4.5,28,45,22,32,0,0,0,0,0,0,1,1,1,1,55,71,13,17,7,11,8,11,1,2,625,-1,-1,-1,-1,-1,101744
弗丽雅,2462,148,90,10,0,0,27,4.5,32,40,26,30,0,0,0,0,0,0,1,1,1,1,59,75,12,16,8,12,7,11,1,2,625,-1,-1,-1,-1,-1,101743
弗利修,2014,1019,0,40,60,0,17,4.5,24,26,35,13,0,0,0,0,0,0,1,1,1,1,28,38,5,7,6,9,1,4,1,2,-1,-1,-1,-1,-1,-1,101474
弗奇肯,2580,1190,0,0,80,20,32,4.5,26,48,24,36,0,0,0,0,0,0,5,3,1,1,66,85,16,21,9,14,10,15,1,2,649,-1,-1,-1,-1,-1,101907
佛克斯,2461,147,0,0,20,80,23,4.5,28,31,23,36,0,0,0,0,0,0,1,1,1,1,45,58,8,11,6,9,7,11,1,2,-1,-1,-1,-1,-1,-1,101748
嘎吱拉,1629,796,50,50,0,0,28,4.5,27,36,42,13,0,0,0,0,0,0,1,1,1,1,54,70,11,15,13,17,3,7,1,2,-1,-1,-1,-1,-1,-1,100891
戈登尔顿,1601,768,0,0,20,80,28,4.5,26,46,24,29,0,0,0,0,0,0,1,1,1,1,55,71,14,18,8,12,7,11,1,2,543,-1,-1,-1,-1,-1,100863
哥斯哥斯,1630,797,80,0,0,20,25,4.5,39,30,36,10,0,0,0,0,0,0,1,1,1,1,57,71,9,12,10,13,2,5,1,2,-1,-1,-1,-1,-1,-1,100892
格尔顿,75,141,100,0,0,0,28,4.5,28,28,26,18,0,0,0,0,0,0,5,0,1,1,50,66,9,13,8,12,4,8,1,2,-1,-1,-1,-1,-1,-1,100307
格尔顿,976,141,100,0,0,0,28,4.5,28,28,26,18,0,0,0,0,0,0,5,0,1,1,50,66,9,13,8,12,4,8,1,2,-1,-1,-1,-1,-1,-1,100307
格尔顿,977,141,100,0,0,0,28,4.5,28,28,26,18,0,0,0,0,0,0,5,0,40,42,331,456,59,89,56,86,29,57,1,2,-1,-1,-1,-1,-1,-1,100307
格尔顿,978,141,100,0,0,0,28,4.5,28,28,26,18,0,0,0,0,0,0,5,0,41,43,338,466,60,91,57,88,30,58,1,2,-1,-1,-1,-1,-1,-1,100307
格尔顿,1320,141,100,0,0,0,28,4.5,28,28,26,18,0,0,0,0,0,0,5,0,82,84,633,856,113,168,107,162,56,108,1,2,-1,-1,-1,-1,-1,-1,100307
格尔顿,1493,141,100,0,0,0,28,4.5,28,28,26,18,0,0,0,0,0,0,5,0,20,25,187,295,33,58,31,55,16,37,1,2,-1,-1,-1,-1,-1,-1,100307
格尔格,78,144,0,0,90,10,27,4.5,25,30,20,21,0,0,0,0,0,0,5,0,1,1,45,60,9,12,6,10,5,8,1,2,-1,-1,-1,-1,-1,-1,100310
格尔格,994,144,0,0,90,10,27,4.5,25,30,20,21,0,0,0,0,0,0,5,0,1,1,45,60,9,12,6,10,5,8,1,2,-1,-1,-1,-1,-1,-1,100310
格尔格,995,144,0,0,90,10,27,4.5,25,30,20,21,0,0,0,0,0,0,5,0,40,42,305,429,61,91,44,74,34,63,1,2,-1,-1,-1,-1,-1,-1,100310
格尔格,996,144,0,0,90,10,27,4.5,25,30,20,21,0,0,0,0,0,0,5,0,43,45,325,456,65,97,47,79,37,66,1,2,-1,-1,-1,-1,-1,-1,100310
格尔格,1321,144,0,0,90,10,27,4.5,25,30,20,21,0,0,0,0,0,0,5,0,82,84,586,807,117,172,86,140,66,118,1,2,-1,-1,-1,-1,-1,-1,100310
格尔格,1384,144,0,0,90,10,27,4.5,25,30,20,21,0,0,0,0,0,0,5,0,85,87,606,834,121,178,89,144,68,122,1,2,-1,-1,-1,-1,-1,-1,100310
格尔格,2693,1303,0,0,90,10,27,4.5,27,38,28,26,0,0,0,0,0,0,5,0,1,1,52,68,11,15,9,13,6,10,1,2,-1,-1,-1,-1,-1,-1,100310
格尔希洛,1599,766,0,80,20,0,27,4.5,26,42,28,21,0,0,0,0,0,0,1,1,1,1,51,67,12,16,9,13,5,8,1,2,-1,-1,-1,-1,-1,-1,100861
格里兰,1640,807,70,0,0,30,18,4.5,23,20,17,36,0,0,0,0,0,0,1,1,1,1,28,39,4,6,3,6,6,8,1,2,-1,-1,-1,-1,-1,-1,100902
格里兰,1727,807,70,0,0,30,18,4.5,23,20,17,36,0,0,0,0,0,0,1,1,85,95,569,862,84,150,74,140,120,189,1,2,-1,-1,-1,-1,-1,-1,100902
格林巴肯,1975,981,90,10,0,0,42,4.5,32,43,23,31,-10,-10,-10,-10,-10,-10,1,1,1,1,92,117,20,26,12,18,12,18,1,2,600,701,-1,-1,-1,-1,101427
格鲁西斯,309,193,0,0,80,20,21,4.5,20,30,13,28,0,0,0,0,0,0,3,3,1,1,30,43,6,9,3,6,5,8,1,2,-1,-1,-1,-1,-1,-1,100329
格鲁西斯,973,193,0,0,80,20,21,4.5,20,30,13,28,0,0,0,0,0,0,3,3,1,1,30,43,6,9,3,6,5,8,1,2,-1,-1,-1,-1,-1,-1,100329
格鲁西斯,974,193,0,0,80,20,21,4.5,20,30,13,28,0,0,0,0,0,0,3,3,40,42,260,379,57,87,30,59,46,74,1,2,-1,-1,-1,-1,-1,-1,100329
格鲁西斯,975,193,0,0,80,20,21,4.5,20,30,13,28,0,0,0,0,0,0,3,3,41,43,266,387,59,89,31,60,47,75,1,2,-1,-1,-1,-1,-1,-1,100329
格鲁西斯,1213,193,0,0,80,20,21,4.5,20,30,13,28,0,0,0,0,0,0,3,3,62,63,389,551,86,126,46,85,68,107,1,2,-1,-1,-1,-1,-1,-1,100329
格鲁西斯,1216,193,0,0,80,20,21,4.5,20,30,13,28,0,0,0,0,0,0,3,3,63,64,395,559,87,128,46,87,69,109,1,2,-1,-1,-1,-1,-1,-1,100329
格洛格鲁,479,87,0,60,40,0,22,4.5,28,24,31,6,0,0,0,0,0,0,1,0,1,1,37,49,6,9,7,10,0,3,1,2,-1,-1,-1,-1,-1,-1,100391
格洛格鲁,1390,87,0,60,40,0,22,4.5,28,24,31,6,0,0,0,0,0,0,1,0,1,1,37,49,6,9,7,10,0,3,1,2,-1,-1,-1,-1,-1,-1,100391
格洛格鲁,1391,87,0,60,40,0,22,4.5,28,24,31,6,0,0,0,0,0,0,1,0,91,93,645,885,107,166,131,191,15,70,1,2,-1,-1,-1,-1,-1,-1,100391
葛多雷诺,2620,1230,60,40,0,0,25,4.6,45,29,42,17,8,8,8,8,8,8,5,4,1,1,66,80,9,12,12,15,3,7,1,2,-1,-1,-1,-1,-1,-1,101951
葛多雷诺,2724,1334,60,40,0,0,25,4.6,45,39,52,26,8,8,8,8,8,8,5,4,1,1,73,87,12,15,14,18,6,9,1,2,-1,-1,-1,-1,-1,-1,101951
葛雷基欧,1794,901,80,0,0,20,39,4.5,24,40,27,22,0,0,0,0,0,0,5,0,1,1,70,93,17,22,12,18,7,13,1,2,-1,-1,-1,-1,-1,-1,101152
葛雷吉鲁,1796,903,0,0,80,20,39,4.5,24,44,24,22,0,0,0,0,0,0,5,0,1,1,70,93,18,24,11,17,7,13,1,2,-1,-1,-1,-1,-1,-1,101154
葛雷洛比,1795,902,0,80,20,0,39,4.5,27,40,24,22,0,0,0,0,0,0,5,0,1,1,74,96,17,22,11,17,7,13,1,2,-1,-1,-1,-1,-1,-1,101153
葛雷马恩,1797,904,0,0,20,80,39,4.5,23,40,22,30,0,0,0,0,0,0,5,0,1,1,70,92,17,22,10,16,10,16,1,2,-1,-1,-1,-1,-1,-1,101155
葛利斯奈,1989,994,30,70,0,0,27,4.5,29,35,26,23,0,0,0,0,0,0,1,1,1,1,52,68,10,14,8,12,5,9,1,2,-1,-1,-1,-1,-1,-1,101449
葛利斯奈,2420,136,0,0,90,10,29,4.5,25,50,21,32,0,0,0,0,0,0,1,1,1,1,57,74,15,19,8,12,8,12,1,2,-1,-1,-1,-1,-1,-1,101721
古瓜,1816,913,100,0,0,0,20,5,26,32,21,23,0,0,0,0,0,0,10,10,1,1,35,46,7,10,5,8,4,7,1,2,-1,-1,-1,-1,-1,90,100015
古瓜,1818,914,100,0,0,0,23,5,27,37,21,24,0,0,0,0,0,0,10,10,100,100,963,1263,212,287,137,212,113,186,1,2,-1,-1,-1,-1,-1,90,100018
固力摩,1632,799,80,0,0,20,27,4.5,52,27,19,14,0,0,0,0,0,0,1,1,1,1,71,86,8,12,6,10,3,7,1,2,-1,-1,-1,-1,-1,-1,100894
龟之盾,36,51,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,1,1,19,27,3,5,5,7,0,2,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,125,51,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,1,2,19,35,3,6,5,9,0,3,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,126,51,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,3,4,30,50,4,9,7,13,1,5,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,127,51,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,4,6,35,66,5,12,9,17,1,7,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,263,51,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,6,8,46,81,7,15,12,21,2,8,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,267,51,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,20,22,123,191,19,35,32,49,6,20,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,268,51,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,21,23,128,198,20,37,34,51,6,21,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,269,51,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,21,23,128,198,20,37,34,51,6,21,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,270,51,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,28,30,167,253,26,47,44,65,8,27,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,1079,560,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,9,11,63,105,10,19,16,27,3,11,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,1255,51,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,55,56,315,456,50,85,83,118,16,49,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,1256,51,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,56,57,320,464,51,86,84,120,16,49,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,1257,51,30,0,0,70,14,4.5,20,18,34,9,0,0,0,0,0,0,0,0,57,58,326,471,52,87,86,122,16,50,1,2,-1,-1,-1,-1,-1,-1,100271
龟之钢,1579,745,0,0,40,60,13,4.5,23,25,35,13,0,0,0,0,0,0,1,1,1,1,20,28,3,5,4,6,1,3,1,2,-1,-1,-1,-1,-1,-1,100840
龟之钢,1830,745,0,0,40,60,13,4.5,23,25,35,13,0,0,0,0,0,0,1,1,70,79,465,711,85,142,111,172,31,81,1,2,-1,-1,-1,-1,-1,-1,100840
龟之钢,1913,745,0,0,40,60,13,4.5,23,25,35,13,0,0,0,0,0,0,1,1,80,89,529,799,96,160,126,193,36,91,1,2,-1,-1,-1,-1,-1,-1,100840
龟之钢,1927,745,0,0,40,60,13,4.5,23,25,35,13,0,0,0,0,0,0,1,1,80,85,529,764,96,153,126,184,36,87,1,2,-1,-1,-1,-1,-1,-1,100840
哈尔修,2013,1018,40,60,0,0,17,4.5,26,24,35,13,0,0,0,0,0,0,1,1,1,1,29,39,4,7,6,9,1,4,1,2,-1,-1,-1,-1,-1,-1,101473
哈利恩斯,2515,1164,0,0,0,100,40,4.5,23,37,9,50,1,1,1,1,1,1,1,1,1,1,73,96,16,22,6,12,19,24,1,2,-1,-1,-1,-1,-1,-1,101816
哈沃恩,2503,176,90,10,0,0,27,4.5,28,42,24,33,0,0,0,0,0,0,1,1,1,1,55,71,12,16,8,12,8,12,1,2,632,-1,-1,-1,-1,-1,101768
哈沃斯,2504,177,0,0,90,10,27,4.5,25,47,19,35,0,0,0,0,0,0,1,1,1,1,53,68,13,17,7,10,8,12,1,2,632,-1,-1,-1,-1,-1,101767
海宠蛋,2612,1222,0,100,0,0,100,4.5,10,0,0,0,9,9,9,9,9,9,1,1,1,1,36,94,0,13,0,13,-2,12,1,2,-1,-1,-1,-1,-1,-1,101935
海宠蛋,2705,1315,0,100,0,0,100,4.5,10,0,0,0,9,9,9,9,9,9,1,1,1,1,36,94,0,13,0,13,-2,12,1,2,-1,-1,-1,-1,-1,-1,101935
海主人,328,243,20,80,0,0,21,4.5,34,19,26,9,0,0,0,0,0,0,0,0,1,1,39,51,4,7,6,9,1,4,1,2,110,-1,-1,-1,-1,-1,100349
海主人,438,243,20,80,0,0,21,4.5,34,19,26,9,0,0,0,0,0,0,0,0,1,1,39,51,4,7,6,9,1,4,1,2,110,-1,-1,-1,-1,-1,100349
海主人,439,243,20,80,0,0,21,4.5,34,19,26,9,0,0,0,0,0,0,0,0,18,20,165,236,20,36,26,42,6,20,1,2,110,-1,-1,-1,-1,-1,100349
海主人,1011,243,20,80,0,0,21,4.5,34,19,26,9,0,0,0,0,0,0,0,0,38,40,314,431,39,67,50,78,11,37,1,2,110,-1,-1,-1,-1,-1,100349
海主人,1507,243,20,80,0,0,21,4.5,34,19,26,9,0,0,0,0,0,0,0,0,10,15,106,187,13,29,16,34,3,16,1,2,110,-1,-1,-1,-1,-1,100349
豪豪魔王,21192,21192,0,100,0,0,450,10,340,240,340,250,1,1,1,1,1,1,1,1,333,333,82412,84598,12007,12554,15400,15947,9349,9877,1,2,633,634,616,11,-1,-1,102050
赫古德,2625,1235,0,0,80,20,26,4.5,27,33,11,34,20,20,20,20,20,20,5,1,1,1,47,62,9,13,4,8,8,11,1,2,-1,-1,-1,-1,-1,-1,101956
赫古德,2718,1328,0,0,80,20,32,4.5,27,48,18,40,20,20,20,20,20,20,5,1,1,1,67,85,16,21,8,12,12,16,1,2,114,-1,-1,-1,-1,-1,101956
赫拉克勒斯,1979,985,100,0,0,0,39,4.5,24,40,27,26,0,0,0,0,0,0,5,0,1,1,72,94,17,22,12,18,9,14,1,2,-1,-1,-1,-1,-1,-1,101438
黑乌力,475,5,50,0,0,50,20,4.5,22,22,24,27,0,0,0,0,0,0,10,10,1,1,31,43,5,8,5,8,5,7,1,2,-1,-1,-1,-1,-1,-1,100388
黑乌力王,2493,1147,0,0,80,20,26,4.5,26,43,23,35,0,0,0,0,0,0,1,1,1,1,52,67,12,16,7,11,8,12,1,2,635,-1,-1,-1,-1,-1,101871
呼拔拔,47,72,0,0,60,40,24,4.5,22,24,19,27,0,0,0,0,0,0,0,3,1,1,36,50,6,10,5,8,6,9,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,165,72,0,0,60,40,24,4.5,22,24,19,27,0,0,0,0,0,0,0,3,1,1,36,50,6,10,5,8,6,9,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,167,72,0,0,60,40,24,4.5,22,24,19,27,0,0,0,0,0,0,0,3,10,13,92,152,16,30,13,26,15,28,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,168,72,0,0,60,40,24,4.5,22,24,19,27,0,0,0,0,0,0,0,3,12,15,104,169,18,33,15,29,17,31,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,169,72,0,0,60,40,24,4.5,22,24,19,27,0,0,0,0,0,0,0,3,14,17,117,186,20,36,17,32,19,34,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,1088,72,0,0,60,40,24,4.5,22,24,19,27,0,0,0,0,0,0,0,3,40,42,277,398,49,78,41,70,45,73,1,2,-1,-1,-1,-1,-1,-1,100280
